Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Name,Height,Weight,Year_Born
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
61,17,2019-02-23,30-293,MIA,,DET,L (-23),0,3:15,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,0,0,3,2.7,+1,Ryan Anderson,6-9,240lb,1988
62,18,2019-02-25,30-295,MIA,,PHO,L (-3),0,6:56,1,1,1.000,1,1,1.000,0,0,,0,0,0,0,0,0,1,1,3,1.3,+4,Ryan Anderson,6-9,240lb,1988
63,,2019-02-27,30-297,MIA,,GSW,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
64,,2019-02-28,30-298,MIA,@,HOU,L (-3),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
65,19,2019-03-02,30-300,MIA,,BRK,W (+29),0,4:10,0,3,.000,0,1,.000,1,2,.500,2,1,3,0,0,0,0,0,1,0.2,+1,Ryan Anderson,6-9,240lb,1988
66,,2019-03-04,30-302,MIA,,ATL,W (+1),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
67,,2019-03-06,30-304,MIA,@,CHO,W (+7),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
68,,2019-03-08,30-306,MIA,,CLE,W (+16),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
69,20,2019-03-10,30-308,MIA,,TOR,L (-21),0,3:43,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,+1,Ryan Anderson,6-9,240lb,1988
70,21,2019-03-13,30-311,MIA,,DET,W (+34),0,5:51,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1.7,+2,Ryan Anderson,6-9,240lb,1988
71,,2019-03-15,30-313,MIA,,MIL,L (-15),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
72,,2019-03-17,30-315,MIA,,CHO,W (+18),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
73,,2019-03-18,30-316,MIA,@,OKC,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
74,,2019-03-20,30-318,MIA,@,SAS,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
75,22,2019-03-22,30-320,MIA,@,MIL,L (-29),0,4:44,0,1,.000,0,0,,0,0,,0,0,0,1,1,0,0,0,0,1.0,-6,Ryan Anderson,6-9,240lb,1988
76,,2019-03-23,30-321,MIA,@,WAS,W (+5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
77,,2019-03-26,30-324,MIA,,ORL,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
78,,2019-03-28,30-326,MIA,,DAL,W (+6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
79,23,2019-03-30,30-328,MIA,@,NYK,W (+8),0,5:49,0,1,.000,0,1,.000,0,0,,1,1,2,0,0,0,0,0,0,0.3,+1,Ryan Anderson,6-9,240lb,1988
80,24,2019-04-01,30-330,MIA,@,BOS,L (-5),0,6:09,0,1,.000,0,1,.000,0,0,,1,3,4,0,0,0,0,0,0,0.9,+2,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
81,,2019-04-03,30-332,MIA,,BOS,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
82,,2019-04-05,30-334,MIA,@,MIN,L (-2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
83,,2019-04-07,30-336,MIA,@,TOR,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
84,25,2019-04-09,30-338,MIA,,PHI,W (+23),0,1:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0.0,+1,Ryan Anderson,6-9,240lb,1988
85,,2019-04-10,30-339,MIA,@,BRK,L (-19),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
1,1,2018-10-17,30-164,PHO,,DAL,W (+21),1,24:01,1,4,.250,0,1,.000,0,0,,3,4,7,3,0,0,1,0,2,4.0,+22,Ryan Anderson,6-9,240lb,1988
2,2,2018-10-20,30-167,PHO,@,DEN,L (-28),1,22:07,3,11,.273,2,8,.250,0,0,,1,0,1,2,0,0,0,1,8,3.2,-6,Ryan Anderson,6-9,240lb,1988
3,3,2018-10-22,30-169,PHO,@,GSW,L (-20),1,20:40,1,4,.250,0,3,.000,1,2,.500,3,0,3,2,0,0,1,2,3,1.9,-7,Ryan Anderson,6-9,240lb,1988
4,4,2018-10-24,30-171,PHO,,LAL,L (-18),1,19:20,4,6,.667,1,3,.333,0,0,,1,2,3,2,0,0,1,2,9,7.3,-12,Ryan Anderson,6-9,240lb,1988
5,5,2018-10-27,30-174,PHO,@,MEM,L (-21),1,21:42,2,6,.333,1,3,.333,2,2,1.000,0,2,2,3,1,0,1,2,7,5.5,-7,Ryan Anderson,6-9,240lb,1988
6,6,2018-10-28,30-175,PHO,@,OKC,L (-7),1,30:56,4,10,.400,1,4,.250,6,6,1.000,2,3,5,0,1,0,2,1,15,10.5,-3,Ryan Anderson,6-9,240lb,1988
7,7,2018-10-31,30-178,PHO,,SAS,L (-30),0,8:03,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0.3,-16,Ryan Anderson,6-9,240lb,1988
8,8,2018-11-02,30-180,PHO,,TOR,L (-9),0,25:21,1,5,.200,1,2,.500,2,4,.500,1,5,6,1,0,0,1,2,5,2.2,-13,Ryan Anderson,6-9,240lb,1988
9,9,2018-11-04,30-182,PHO,,MEM,W (+2),1,27:49,2,7,.286,1,4,.250,0,0,,1,6,7,0,0,0,1,4,5,0.8,+6,Ryan Anderson,6-9,240lb,1988
10,10,2018-11-06,30-184,PHO,,BRK,L (-22),1,22:18,0,1,.000,0,1,.000,0,0,,0,2,2,2,0,0,2,1,0,-1.1,-7,Ryan Anderson,6-9,240lb,1988
11,11,2018-11-08,30-186,PHO,,BOS,L (-7),0,15:20,0,1,.000,0,1,.000,0,0,,0,2,2,1,1,0,0,3,0,0.4,-9,Ryan Anderson,6-9,240lb,1988
12,,2018-11-10,30-188,PHO,@,NOP,L (-20),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
13,,2018-11-12,30-190,PHO,@,OKC,L (-17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
14,12,2018-11-14,30-192,PHO,,SAS,W (+20),0,6:54,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,1,0,2,0,-0.5,-4,Ryan Anderson,6-9,240lb,1988
15,,2018-11-17,30-195,PHO,,OKC,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
16,,2018-11-19,30-197,PHO,@,PHI,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
17,,2018-11-21,30-199,PHO,@,CHI,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
18,,2018-11-23,30-201,PHO,@,MIL,W (+2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
19,,2018-11-25,30-203,PHO,@,DET,L (-11),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
20,,2018-11-27,30-205,PHO,,IND,L (-5),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
21,,2018-11-28,30-206,PHO,@,LAC,L (-16),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
22,13,2018-11-30,30-208,PHO,,ORL,L (-14),0,20:14,1,4,.250,0,3,.000,0,0,,2,2,4,1,0,0,1,0,2,1.3,-2,Ryan Anderson,6-9,240lb,1988
23,14,2018-12-02,30-210,PHO,@,LAL,L (-24),0,8:08,0,0,,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-1.1,-16,Ryan Anderson,6-9,240lb,1988
24,15,2018-12-04,30-212,PHO,,SAC,L (-17),0,4:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,-0.8,-8,Ryan Anderson,6-9,240lb,1988
25,,2018-12-06,30-214,PHO,@,POR,L (-22),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
26,,2018-12-07,30-215,PHO,,MIA,L (-17),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
27,,2018-12-10,30-218,PHO,,LAC,L (-4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
28,,2018-12-11,30-219,PHO,@,SAS,L (-25),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
29,,2018-12-13,30-221,PHO,,DAL,W (+10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
30,,2018-12-15,30-223,PHO,,MIN,W (+8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
31,,2018-12-17,30-225,PHO,@,NYK,W (+18),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
32,,2018-12-19,30-227,PHO,@,BOS,W (+8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
33,,2018-12-22,30-230,PHO,@,WAS,L (-3),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
34,,2018-12-23,30-231,PHO,@,BRK,L (-8),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
35,,2018-12-26,30-234,PHO,@,ORL,W (+2),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
36,,2018-12-28,30-236,PHO,,OKC,L (-16),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
37,,2018-12-29,30-237,PHO,,DEN,L (-4),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
38,,2018-12-31,30-239,PHO,,GSW,L (-23),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
39,,2019-01-02,30-241,PHO,,PHI,L (-5),Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Inactive,Ryan Anderson,6-9,240lb,1988
40,,2019-01-04,30-243,PHO,,LAC,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
Rk,G,Date,Age,Tm,,Opp,,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Ryan Anderson,6-9,240lb,1988
41,,2019-01-06,30-245,PHO,,CHO,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
42,,2019-01-08,30-247,PHO,,SAC,W (+4),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
43,,2019-01-09,30-248,PHO,@,DAL,L (-10),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
44,,2019-01-12,30-251,PHO,,DEN,W (+9),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
45,,2019-01-15,30-254,PHO,@,IND,L (-34),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
46,,2019-01-17,30-256,PHO,@,TOR,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
47,,2019-01-19,30-258,PHO,@,CHO,L (-20),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
48,,2019-01-20,30-259,PHO,@,MIN,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
49,,2019-01-22,30-261,PHO,,MIN,L (-27),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
50,,2019-01-24,30-263,PHO,,POR,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
51,,2019-01-25,30-264,PHO,@,DEN,L (-37),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
52,,2019-01-27,30-266,PHO,@,LAL,L (-14),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
53,,2019-01-29,30-268,PHO,@,SAS,L (-2),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
54,,2019-02-02,30-272,PHO,,ATL,L (-6),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
55,,2019-02-04,30-274,PHO,,HOU,L (-8),Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Did Not Play,Ryan Anderson,6-9,240lb,1988
